product_type,sales_office,sales_volume,gross_sales,raw_materials,packaging,other_direct_cost,variable_manufacturing,fixed_manufacturing,warehouse,trans_primary,trans_delivery,month
PET CF,North,928,7591,53776568,1105,58,285,388,80,28,200,1
PET CF,North,218,1781,12617705,259,14,67,91,19,7,47,1
PMX,South,2,30,304848,2,0,1,1,0,0,0,1
PMX,South,5,89,914544,7,0,3,2,0,0,1,1
PMX,South,2,45,457272,3,0,2,1,0,0,0,1
PMX,North,3,59,609696,5,0,2,1,0,0,1,1
PMX,North,6,119,1219392,9,0,4,3,1,0,1,1
CAN CF,South,2476,17730,63498508,4276,155,385,1034,213,150,487,1
CAN CF,South,1696,12154,43507091,2930,106,264,708,146,103,334,1
CAN CF,South,2920,20912,74895676,5044,182,454,1220,251,177,575,1
CAN CF,Central,982,7032,25185062,1696,61,153,410,85,60,193,1
CAN CF,North,1287,9219,33016750,2223,80,200,538,111,78,253,1
CAN CF,North,2023,14484,51874633,3493,126,314,845,174,123,398,1
CAN CF,South,3616,20377,93128214,6234,226,520,1510,311,85,429,1
CAN CF,South,4153,23416,106952580,7159,259,597,1734,358,98,493,1
CAN CF,South,7002,39453,180316918,12070,437,1007,2924,603,165,831,1
CAN CF,Central,2431,13697,62602855,4191,152,350,1015,209,57,289,1
CAN CF,South,10394,78092,339374850,18062,649,1568,4340,895,229,1627,1
CAN CF,South,5505,41376,179736951,9566,344,830,2299,474,121,862,1
CAN CF,South,14065,105674,459260708,24442,879,2122,5874,1211,309,2202,1
CAN CF,Central,1044,7843,34084424,1814,65,157,436,90,23,163,1
CAN CF,North,2087,15679,68142608,3627,130,315,872,180,46,327,1
CAN CF,North,1657,12449,54104758,2879,104,250,692,143,36,259,1
PET CF,North,181,884,4636251,212,11,32,76,16,0,43,1
PET CF,North,13,63,329689,15,1,2,5,1,0,3,1
PET CF,South,2295,12933,69549512,2358,143,423,958,198,68,480,1
PET CF,South,1826,10294,55327903,1875,114,337,762,157,54,382,1
PET CF,South,1054,5941,31949916,1083,66,194,440,91,31,221,1
PET CF,North,154,869,4675598,158,10,28,64,13,5,32,1
PET CF,North,97,548,2946601,100,6,18,41,8,3,20,1
PET CF,South,4013,32822,233873297,4678,251,1218,1676,345,123,864,1
PET CF,South,1483,12137,86449761,1729,93,450,619,128,45,319,1
PET CF,South,1912,15635,111410607,2228,119,580,798,165,58,412,1
PET CF,Central,230,1880,13393625,268,14,70,96,20,7,49,1
PET CF,North,387,3168,22572473,451,24,118,162,33,12,83,1
PET CF,North,170,1387,9881311,198,11,51,71,15,5,37,1
PET CF,South,3056,17221,93008822,3130,191,521,1276,263,90,640,1
PET CF,South,1619,9130,49280246,1659,101,276,676,139,48,339,1
PET CF,South,1419,7997,43190529,1454,89,242,593,122,42,297,1
PET CF,Central,84,471,2543497,86,5,14,35,7,2,17,1
PET CF,South,3647,29825,213431742,4166,228,1103,1523,314,111,785,1
PET CF,South,864,7068,50559525,987,54,261,361,74,26,186,1
PET CF,South,1733,14169,101401242,1979,108,524,724,149,53,373,1
PET CF,Central,301,2458,17590012,343,19,91,126,26,9,65,1
PET CF,South,3823,31264,283634304,4506,239,1123,1596,329,181,823,1
PET CF,South,1574,12880,116804625,1856,98,462,657,136,74,339,1
PET CF,South,2744,22443,203618067,3235,171,806,1146,236,130,591,1
PET CF,Central,213,1742,15800523,251,13,63,89,18,10,46,1
PET CF,North,552,4515,40962112,651,34,162,231,48,26,119,1
PET CF,North,279,2280,20689741,329,17,82,116,24,13,60,1
PMX,South,1,15,128497,1,0,0,0,0,0,0,1
PMX,South,3,59,513988,5,0,2,1,0,0,1,1
PMX,North,6,119,1027977,9,0,3,3,1,0,2,1
CAN CF,South,4041,19765,75930126,6581,252,695,1687,348,146,686,1
CAN CF,South,1600,7832,30067001,2606,100,275,668,138,58,272,1
CAN CF,South,690,3376,12972152,1124,43,119,288,59,25,117,1
CAN CF,Central,620,3034,11658325,1010,39,107,259,53,22,105,1
CAN CF,North,337,1647,6327510,548,21,58,141,29,12,57,1
CAN CF,North,137,672,2582349,224,9,24,57,12,5,23,1
CAN CF,South,411,2335,11601549,661,26,71,172,35,15,70,1
CAN CF,South,118,671,3330913,190,7,20,49,10,4,20,1
CAN CF,South,10,55,271911,15,1,2,4,1,0,2,1
CAN CF,Central,46,260,1291578,74,3,8,19,4,2,8,1
PET CF,South,2287,12888,70339705,2537,143,505,955,197,146,301,1
PET CF,South,947,5337,29114608,1050,59,209,395,81,61,124,1
PET CF,South,643,3622,19772230,713,40,142,268,55,41,84,1
PET CF,Central,260,1463,7983038,288,16,57,108,22,17,34,1
PET CF,North,649,3659,19969951,720,41,143,271,56,42,85,1
PET CF,North,178,1001,5462079,197,11,39,74,15,11,23,1
CAN CF,Central,6,31,126084,10,0,1,2,0,0,1,1
PET CF,South,7164,54668,242889430,8644,448,1513,2992,617,316,1856,1
PET CF,South,1216,9282,41221728,1467,76,257,508,105,54,315,1
PET CF,South,787,6003,26672883,949,49,166,329,68,35,204,1
PET CF,Central,962,7340,32612300,1161,60,203,402,83,42,249,1
PET CF,North,743,5666,25174407,896,46,157,310,64,33,192,1
PET CF,North,211,1613,7165443,255,13,45,88,18,9,55,1
PET CF,South,7689,52654,219180879,8811,480,1333,3211,662,172,1405,1
PET CF,South,1225,8396,34934243,1404,77,212,512,105,27,224,1
PET CF,South,1618,11077,46113201,1854,101,280,676,139,36,296,1
PET CF,Central,734,5030,20937639,842,46,127,307,63,16,134,1
PET CF,North,796,5453,22701531,913,50,138,333,69,18,146,1
PET CF,North,189,1293,5383309,216,12,33,79,16,4,35,1
PET CF,South,1063,6989,0,25,6144,0,281,92,38,89,1
PET CF,South,174,1142,0,4,1003,0,46,15,6,15,1
PET CF,South,108,713,0,3,627,0,29,9,4,9,1
PET CF,Central,177,1162,0,4,1022,0,47,15,6,15,1
PET CF,North,280,1844,0,7,1621,0,74,24,10,23,1
PET CF,North,48,317,0,1,279,0,13,4,2,4,1
PET CF,South,580,3814,0,13,3360,0,153,50,21,49,1
PET CF,South,135,888,0,3,782,0,36,12,5,11,1
PET CF,South,74,486,0,2,428,0,20,6,3,6,1
PET CF,Central,127,835,0,3,735,0,34,11,5,11,1
PET CF,North,81,534,0,2,470,0,21,7,3,7,1
PET CF,North,23,148,0,1,130,0,6,2,1,2,1
Water,South,18435,61321,1150218,13903,1828,2617,7698,1587,1024,3720,1
Water,South,11181,37230,697652,8433,1109,1587,4669,963,621,2256,1
Water,South,6411,21324,400019,4835,636,910,2677,552,356,1294,1
Water,Central,3849,12803,240172,2903,382,546,1607,331,214,777,1
Water,North,4071,13540,254010,3070,404,578,1700,350,226,821,1
Water,North,2084,6931,130014,1571,207,296,870,179,116,420,1
Water,South,67966,260658,5986887,56586,6740,12674,28383,5851,2369,16818,1
Water,South,13930,53466,1227009,11597,1381,2598,5817,1199,485,3447,1
Water,South,9024,34606,794929,7513,895,1683,3769,777,315,2233,1
Water,Central,7565,29010,666381,6298,750,1411,3159,651,264,1872,1
Water,North,7690,29488,677353,6402,763,1434,3211,662,268,1903,1
Water,North,3652,14003,321653,3040,362,681,1525,314,127,904,1
Water,South,34311,131588,2644565,32408,6038,11985,14329,2954,1746,6306,1
Water,South,5014,19247,386493,4736,882,1752,2094,432,255,922,1
Water,South,2446,9380,188539,2310,430,854,1022,211,124,450,1
Water,Central,3881,14881,299098,3665,683,1355,1621,334,197,713,1
Water,North,5455,20918,420435,5152,960,1905,2278,470,278,1003,1
Water,North,694,2662,53515,656,122,243,290,60,35,128,1
Water,South,44593,136119,0,54466,9252,17760,18622,3839,11531,5190,1
Water,South,7518,22972,0,9182,1560,2994,3139,647,1944,875,1
Water,South,4063,12400,0,4963,843,1618,1697,350,1051,473,1
Water,Central,4846,14790,0,5919,1005,1930,2024,417,1253,564,1
Water,North,7763,23693,0,9482,1611,3092,3242,668,2007,903,1
Water,North,1747,5332,0,2134,362,696,730,150,452,203,1
CAN CF,South,14994,117343,654961381,25606,937,2098,6262,1291,337,3229,1
CAN CF,South,6231,48787,272178067,10641,389,872,2602,536,140,1342,1
CAN CF,South,4179,32700,182528495,7136,261,585,1745,360,94,900,1
CAN CF,Central,571,4468,24957262,976,36,80,239,49,13,123,1
CAN CF,North,1810,14163,79048878,3090,113,253,756,156,41,390,1
CAN CF,North,621,4861,27133562,1061,39,87,259,53,14,134,1
CAN CF,South,3391,22558,121111612,5983,212,1028,1937,292,395,1291,1
CAN CF,South,1655,11013,59092135,2919,103,502,945,142,193,630,1
CAN CF,South,1448,9632,51716380,2555,90,439,827,125,169,551,1
CAN CF,Central,1294,8598,46206089,2283,81,392,739,111,151,493,1
CAN CF,North,771,5126,27522758,1360,48,234,440,66,90,293,1
CAN CF,North,302,2010,10790987,533,19,92,173,26,35,115,1
PET CF,South,32326,252980,1409738054,32161,2019,5438,13500,2783,798,4619,1
PET CF,South,6888,53934,300402083,6853,430,1159,2877,593,170,984,1
PET CF,South,12258,95925,534569923,12195,766,2062,5119,1055,303,1752,1
PET CF,Central,1120,8760,48852136,1114,70,188,468,96,28,160,1
PET CF,North,2523,19747,110039961,2510,158,424,1054,217,62,361,1
PET CF,North,529,4138,23059329,526,33,89,221,46,13,76,1
PET CF,South,5572,37065,198606223,5532,348,984,2327,480,201,1031,1
PET CF,South,1761,11719,62755442,1748,110,311,735,152,64,326,1
PET CF,South,1413,9397,50353293,1403,88,250,590,122,51,261,1
PET CF,Central,497,3306,17729629,494,31,88,208,43,18,92,1
PET CF,North,1393,9269,49665877,1383,87,246,582,120,50,258,1
PET CF,North,387,2577,13805625,385,24,68,162,33,14,72,1
PET CF,South,863,6248,33664972,1004,54,172,360,74,28,224,1
PET CF,South,185,1339,7209445,215,12,37,77,16,6,48,1
PET CF,South,77,558,3009159,90,5,15,32,7,3,20,1
PET CF,Central,84,604,3259923,97,5,17,35,7,3,22,1
PET CF,North,426,3083,16613068,495,27,85,178,37,14,111,1
PET CF,North,154,1117,6018319,179,10,31,64,13,5,40,1
CAN HF,South,335,2609,14214414,609,21,72,140,29,40,72,1
CAN HF,South,562,4398,23827040,1022,35,121,235,48,67,121,1
CAN HF,South,193,1509,8180958,351,12,41,81,17,23,42,1
CAN HF,Central,622,4868,26383589,1131,39,134,260,54,74,134,1
CAN HF,North,15527,121264,658635272,28241,970,3337,6484,1337,1860,3357,1
CAN HF,North,10149,79424,430488814,18458,634,2181,4238,874,1215,2194,1
CAN HF,Central,43,333,2207106,72,3,10,18,4,1,9,1
CAN HF,North,1411,11021,73126002,2395,88,337,589,121,36,295,1
CAN HF,North,1368,10704,70877252,2322,85,327,571,118,35,286,1
PET HF,South,514,3898,23741390,607,32,165,214,44,9,73,1
PET HF,South,818,6245,37822745,967,51,263,342,70,14,117,1
PET HF,South,315,2404,14564357,372,20,101,132,27,5,45,1
PET HF,Central,316,2410,14601512,373,20,101,132,27,5,45,1
PET HF,North,749,5703,34627503,885,47,241,313,64,13,107,1
PET HF,North,377,2876,17425214,445,24,121,157,32,6,54,1
PET HF,South,4438,36301,266761811,5563,277,1663,1853,382,105,658,1
PET HF,South,1530,12578,91963515,1918,96,573,639,132,36,227,1
PET HF,South,1864,15313,112008082,2336,116,698,778,160,44,276,1
PET HF,Central,379,3117,22797678,475,24,142,158,33,9,56,1
PET HF,North,892,7315,53613184,1118,56,334,373,77,21,132,1
PET HF,North,446,3665,26806591,559,28,167,186,38,11,66,1
PET HF,South,493,4229,32589342,732,31,213,206,42,79,89,1
PET HF,South,160,1377,10562344,237,10,69,67,14,26,29,1
PET HF,South,130,1121,8598490,193,8,56,54,11,21,24,1
PET HF,Central,145,1245,9553879,214,9,62,60,12,23,26,1
PET HF,North,362,3107,23884698,536,23,156,151,31,58,65,1
PET HF,North,378,3251,24946240,560,24,163,158,33,61,68,1
PET HF,South,1514,11494,85659715,1805,95,512,632,130,0,180,1
PET HF,South,251,1914,14185685,299,16,85,105,22,0,30,1
PET HF,South,197,1502,11139400,235,12,67,82,17,0,23,1
PET HF,Central,141,1073,7956715,168,9,48,59,12,0,17,1
CAN HF,South,746,5253,26500761,1381,47,81,311,64,58,95,1
CAN HF,South,367,2588,13050483,680,23,40,153,32,28,47,1
CAN HF,South,142,1002,5054563,263,9,15,59,12,11,18,1
CAN HF,Central,256,1806,9109636,475,16,28,107,22,20,33,1
CAN HF,North,389,2739,13821517,720,24,42,162,33,30,50,1
CAN HF,North,157,1104,5568587,290,10,17,65,13,12,20,1
PET HF,South,334,2394,16311850,428,21,184,140,29,12,58,1
PET HF,South,14,98,666590,17,1,7,6,1,0,2,1
PET HF,Central,351,2515,17135285,449,22,193,147,30,12,60,1
PET HF,North,1295,9276,63208421,1657,81,711,541,112,45,223,1
PET HF,North,207,1479,10077273,264,13,113,86,18,7,36,1
PET HF,South,47,260,1370664,61,3,0,20,4,2,6,1
PET HF,South,418,2992,18433385,522,26,229,175,36,186,72,1
PET HF,South,271,1940,11946251,338,17,148,113,23,120,47,1
PMX,South,61,1396,11247883,84,4,22,26,5,0,8,1
PMX,South,7,165,1331986,10,0,3,3,1,0,1,1
PMX,South,2,55,443995,3,0,1,1,0,0,0,1
PMX,Central,7,165,1331986,10,0,3,3,1,0,1,1
PMX,South,72,1378,13653968,100,5,34,30,6,0,9,1
PMX,South,7,138,1365397,10,0,3,3,1,0,1,1
PMX,South,3,61,606843,4,0,2,1,0,0,0,1
PMX,Central,6,107,1061975,8,0,3,2,0,0,1,1
PMX,North,2,31,303421,2,0,1,1,0,0,0,1
PET HF,South,57,487,2488937,85,4,19,43,5,5,8,1
PET HF,South,232,1982,10131027,345,15,76,177,20,21,33,1
PET HF,South,54,459,2348715,80,3,18,41,5,5,8,1
PET HF,Central,50,425,2173438,74,3,16,38,4,5,7,1
PET HF,North,47,404,2068272,70,3,15,36,4,4,7,1
PET HF,North,13,110,560887,19,1,4,10,1,1,2,1
PET HF,South,243,2070,10517256,360,15,79,185,21,22,35,1
PET HF,South,222,1893,9611797,329,14,72,169,19,20,32,1
PET HF,South,91,775,3935265,135,6,30,69,8,8,13,1
PET HF,Central,75,638,3238757,111,5,24,57,6,7,11,1
PET HF,North,55,466,2368124,81,3,18,42,5,5,8,1
PET HF,North,54,459,2333298,80,3,18,41,5,5,8,1
PET HF,South,2977,19589,81089654,3839,186,1667,1243,256,660,521,1
PET HF,South,704,4823,19172614,908,44,394,294,61,156,123,1
PET HF,South,440,3010,11971941,567,27,246,184,38,98,77,1
PET HF,Central,458,3137,12475331,591,29,256,191,39,102,80,1
PET HF,North,642,4386,17487350,828,40,359,268,55,142,112,1
PET HF,North,392,2685,10680634,506,24,220,164,34,87,69,1
PET HF,South,3731,24546,101199931,4849,233,1563,1558,321,828,653,1
PET HF,South,1014,6948,27506851,1318,63,425,424,87,225,177,1
PET HF,South,786,5382,21316721,1021,49,329,328,68,174,138,1
PET HF,Central,599,4100,16238198,778,37,251,250,52,133,105,1
PET HF,North,691,4721,18744765,898,43,289,289,59,153,121,1
PET HF,North,365,2498,9895492,474,23,153,152,31,81,64,1
PET HF,South,10039,56901,259021590,11931,627,3800,4192,864,601,2018,1
PET HF,South,6373,36185,164436103,7574,398,2413,2662,549,381,1281,1
PET HF,South,4473,25378,115401758,5316,279,1693,1868,385,268,899,1
PET HF,Central,837,4751,21604139,995,52,317,350,72,50,168,1
PET HF,North,2187,12406,56415412,2599,137,828,913,188,131,439,1
PET HF,North,1631,9256,42088675,1939,102,618,681,140,98,328,1
PET HF,South,51798,374666,1737358338,64719,3236,25195,21631,4459,2700,6406,1
PET HF,South,18097,131072,606989199,22611,1130,8802,7557,1558,943,2238,1
PET HF,South,14698,106399,492976575,18364,918,7149,6138,1265,766,1818,1
PET HF,Central,1392,10075,46683183,1739,87,677,581,120,73,172,1
PET HF,North,4097,29657,137408124,5119,256,1993,1711,353,214,507,1
PET HF,North,1762,12757,59108672,2202,110,857,736,152,92,218,1
PET HF,South,621,3525,16475792,728,39,233,259,53,23,174,1
PET HF,South,391,2217,10358648,458,24,147,163,34,14,110,1
PET HF,South,235,1336,6245029,276,15,88,98,20,9,66,1
PET HF,Central,194,1099,5136696,227,12,73,81,17,7,54,1
PET HF,North,1171,6643,31054630,1373,73,439,489,101,43,328,1
PET HF,North,809,4591,21463289,949,51,304,338,70,30,227,1
PET HF,South,5146,37256,177444066,6239,321,2345,2149,443,777,606,1
PET HF,South,927,6711,31947690,1123,58,422,387,80,140,109,1
PET HF,South,798,5777,27514359,967,50,364,333,69,120,94,1
PET HF,Central,211,1524,7259578,255,13,96,88,18,32,25,1
PET HF,North,174,1257,5984997,210,11,79,72,15,26,20,1
PET HF,South,10491,75949,394023285,12883,655,5214,4381,903,387,1051,1
PET HF,South,2693,19504,101139182,3307,168,1338,1125,232,99,270,1
PET HF,South,2129,15410,79951565,2614,133,1058,889,183,78,213,1
PET HF,Central,941,6812,35342878,1156,59,468,393,81,35,94,1
PET HF,North,2764,20006,103795180,3394,173,1374,1154,238,102,277,1
PET HF,North,821,5945,30845791,1008,51,408,343,71,30,82,1
PET HF,South,4892,35381,146451155,6078,306,2379,2043,421,0,683,1
PET HF,South,1580,11443,47301293,1963,99,768,660,136,0,221,1
PET HF,South,1184,8569,35439881,1471,74,576,494,102,0,165,1
PET HF,Central,283,2048,8469001,351,18,138,118,24,0,40,1
PET HF,North,754,5457,22567962,937,47,367,315,65,0,105,1
PET HF,North,331,2397,9912580,411,21,161,138,29,0,46,1
CAN HF,South,364,2920,17460593,638,23,460,152,31,40,28,1
CAN HF,South,53,426,2543928,93,3,67,22,5,6,4,1
CAN HF,South,27,213,1271964,46,2,34,11,2,3,2,1
CAN HF,Central,37,297,1773040,65,2,47,15,3,4,3,1
CAN HF,North,191,1534,9173557,335,12,242,80,16,21,15,1
CAN HF,North,100,799,4779500,175,6,126,42,9,11,8,1
CAN HF,South,685,5492,31470541,1200,43,866,286,59,220,51,1
CAN HF,South,138,1109,6353208,242,9,175,58,12,44,10,1
CAN HF,South,17,135,775682,30,1,21,7,1,5,1,1
CAN HF,Central,80,638,3656789,139,5,101,33,7,26,6,1
CAN HF,North,340,2727,15624459,596,21,430,142,29,109,25,1
CAN HF,North,113,909,5208154,199,7,143,47,10,36,8,1
CAN CF,South,31729,200939,817255059,56058,1982,5280,13250,2731,3309,4012,1
CAN CF,South,8585,55128,221120854,15167,536,1429,3585,739,895,1086,1
CAN CF,South,4553,31726,117277053,8044,284,758,1901,392,475,576,1
CAN CF,Central,12369,85437,318589552,21853,773,2058,5165,1065,1290,1564,1
CAN CF,North,12733,78439,327965921,22496,795,2119,5317,1096,1328,1610,1
CAN CF,North,5426,35038,139755500,9586,339,903,2266,467,566,686,1
CAN CF,South,1725,9800,48040397,2832,108,297,720,148,180,218,1
CAN CF,South,139,1003,3872781,228,9,24,58,12,14,18,1
CAN CF,South,108,644,3022112,178,7,19,45,9,11,14,1
CAN CF,Central,361,2191,10051323,593,23,62,151,31,38,46,1
CAN CF,North,479,2654,13342067,787,30,83,200,41,50,61,1
CAN CF,North,28,159,783511,46,2,5,12,2,3,4,1
PET CF,North,5,19,124132,6,0,1,2,0,0,1,1
PET CF,South,1401,6802,42616651,1455,87,254,585,121,41,293,1
PET CF,South,2687,13509,81761379,2791,168,488,1122,231,79,562,1
PET CF,South,1459,6864,44377064,1515,91,265,609,126,43,305,1
PET CF,Central,395,1893,12005036,410,25,72,165,34,12,83,1
PET CF,North,938,4691,28533352,974,59,170,392,81,28,196,1
PET CF,North,1179,5545,35868405,1224,74,214,492,101,35,247,1
PET CF,South,5402,33378,316065797,6224,337,1627,2256,465,165,1163,1
PET CF,South,553,3535,32349489,637,35,167,231,48,17,119,1
PET CF,South,165,1148,9639020,190,10,50,69,14,5,35,1
PET CF,Central,694,4577,40624940,800,43,209,290,60,21,149,1
PET CF,North,384,2455,22475371,443,24,116,160,33,12,83,1
PET CF,North,34,215,1974823,39,2,10,14,3,1,7,1
PMX,South,4695,141506,1799911475,8337,293,5043,1961,404,830,1128,1
PMX,South,2805,79986,1075387807,4981,175,3013,1172,242,496,674,1
PMX,South,1576,40612,604077769,2798,98,1692,658,136,279,378,1
PMX,Central,1396,37871,535075515,2478,87,1499,583,120,247,335,1
PMX,North,2412,71783,924753423,4283,151,2591,1007,208,427,579,1
PMX,North,1996,58709,765185711,3544,125,2144,834,172,353,479,1
RGB CF,South,7659,15038,178805439,1018,478,1295,5650,659,144,2807,1
RGB CF,South,550,1421,12850879,73,34,93,406,47,10,202,1
RGB CF,South,209,482,4877706,28,13,35,154,18,4,77,1
RGB CF,Central,143,339,3339352,19,9,24,106,12,3,52,1
RGB CF,North,405,1044,9455245,54,25,68,299,35,8,148,1
RGB CF,North,83,217,1932322,11,5,14,61,7,2,30,1
CAN CF,South,9897,66879,253118953,17018,618,1637,4133,852,1032,1251,1
CAN CF,South,1365,9299,34897368,2346,85,226,570,117,142,173,1
CAN CF,South,1104,7808,28238506,1899,69,183,461,95,115,140,1
CAN CF,Central,1355,9257,34650743,2330,85,224,566,117,141,171,1
CAN CF,North,928,6468,23737609,1596,58,153,388,80,97,117,1
CAN CF,North,505,3556,12906683,868,32,83,211,43,53,64,1
PET CF,North,5,19,122918,6,0,1,2,0,0,1,1
PET CF,South,786,3903,23689721,830,49,139,328,68,23,164,1
PET CF,South,1094,5690,32966985,1156,68,193,457,94,32,229,1
PET CF,South,982,4617,29600039,1038,61,173,410,85,29,206,1
PET CF,Central,115,548,3463835,121,7,20,48,10,3,24,1
PET CF,North,47,209,1404912,49,3,8,19,4,1,10,1
PET CF,North,202,956,6079878,213,13,36,84,17,6,42,1
PET CF,South,276,1857,15970012,328,17,85,115,24,8,59,1
PET CF,South,210,1351,12152108,250,13,64,88,18,6,45,1
PET CF,South,104,721,6006214,123,6,32,43,9,3,22,1
PET CF,Central,177,1146,10243156,210,11,54,74,15,5,38,1
PET CF,North,46,306,2653909,55,3,14,19,4,1,10,1
PET CF,North,19,123,1117434,23,1,6,8,2,1,4,1
PMX,South,1235,21961,234275692,1735,77,787,516,106,0,213,1
PMX,South,329,5598,62493841,463,21,210,138,28,0,57,1
PMX,South,221,3696,41916601,310,14,141,92,19,0,38,1
PMX,Central,281,4976,53348401,395,18,179,117,24,0,49,1
PMX,North,401,7023,76059577,563,25,255,167,35,0,69,1
PMX,North,243,4140,46184474,342,15,155,102,21,0,42,1
RGB CF,South,10,32,211772,1,1,2,7,1,0,4,1
RGB CF,South,203,452,4447205,27,13,32,149,17,2,75,1
RGB CF,Central,20,46,441192,3,1,3,15,2,0,7,1
RGB CF,North,97,240,2135364,13,6,15,72,8,1,36,1
CAN CF,South,342,2125,8759125,590,21,53,143,29,21,67,1
CAN CF,South,252,1562,6471448,436,16,39,105,22,15,50,1
CAN CF,South,117,691,2988407,201,7,18,49,10,7,23,1
CAN CF,Central,193,1142,4946329,333,12,30,81,17,12,38,1
CAN CF,North,1050,6157,26936887,1814,66,163,439,90,64,207,1
CAN CF,North,223,1343,5708889,384,14,35,93,19,14,44,1
CAN CF,South,636,3378,16390566,1097,40,92,266,55,15,76,1
CAN CF,South,194,893,5008228,335,12,28,81,17,5,23,1
CAN CF,South,538,2828,13865757,928,34,77,225,46,13,64,1
CAN CF,Central,350,1690,9023089,604,22,50,146,30,8,42,1
CAN CF,South,1092,7142,35658762,1898,68,165,456,94,24,171,1
CAN CF,South,1234,7863,40303059,2145,77,186,515,106,27,193,1
CAN CF,South,515,3372,16819181,895,32,78,215,44,11,81,1
CAN CF,Central,91,574,2965004,158,6,14,38,8,2,14,1
CAN CF,North,126,811,4119518,219,8,19,53,11,3,20,1
CAN CF,North,272,1662,8895011,473,17,41,114,23,6,43,1
PET CF,North,2,6,41211,2,0,0,1,0,0,0,1
PET CF,South,144,677,4359021,148,9,27,60,12,4,30,1
